year,country,broadcaster,artist,song,language,songwriter_s,conductor
2021,Slovenia,RTVSLO,Ana Soklič,Amen,English,Charlie MasonŽiga PirnatBojan SimončičAna Soklič,NA
2021,Spain,RTVE,Blas Cantó,Voy a quedarme,Spanish,Blas CantóDan HammondDangelo OrtegaLeroy Sánchez,NA
2021,Sweden,SVT,Tusse,Voices,English,"Joy DebLinnea DebJimmy ""Joker"" ThörnfeldtAnderz Wrethov",NA
2021,Switzerland,SRG SSR,Gjon's Tears,Tout l'univers,French,Wouter HardyXavier MichelGjon MuharremajNina Sampermans,NA
2021,Ukraine,UA:PBC,Go_A,"Shum"" (Шум)",Ukrainian,Kateryna PavlenkoTaras Shevchenko,NA
2021,United Kingdom,BBC,James Newman,Embers,English,Conor BlakeSamuel BrennanTom HollingsJames NewmanDanny Shah,NA
2022,Albania,RTSH,Ronela Hajati,Sekret,"Albanian, English",Ronela Hajati,NA
2022,Armenia,AMPTV,Rosa Linn,Snap,English,Allie CrystalJeremy DusoletCourtney HarrellTamar Mardirossian KaprelianLarzz PrincipatoRosa Linn,NA
2022,Australia,SBS,Sheldon Riley,Not the Same,English,Cam NacsonSheldon Riley Hernandez,NA
2022,Austria,ORF,Lumix feat. Pia Maria,Halo,English,Rasmus FlycktLuca MichlmayrAnders NilsenGabry PonteSophie Alexandra Tweed-Simmons,NA
2022,Azerbaijan,İTV,Nadir Rustamli,Fade to Black,English,Sebastian SchubThomas StengaardAndreas StoneAnderz Wrethov,NA
2022,Belgium,RTBF,Jérémie Makiese,Miss You,English,Silvio LisbonneJérémie MakieseMike BGRZManon Romiti,NA
2022,Bulgaria,BNT,Intelligent Music Project,Intention,English,MDMilen Vrabevski,NA
2022,Croatia,HRT,Mia Dimšić,Guilty Pleasure,"English, Croatian",Damir BačićMia DimšićVjekoslav Dimter,NA
2022,Cyprus,CyBC,Andromache,"Ela"" (Έλα)","English, Greek",Arash LabafYll LimaniFatjon MiftarajEyelar MirzazadehAlex PapaconstantinouGeorge PapadopoulosFilloreta Raçi FifiViktor SvenssonRobert Uhlmann,NA
2022,Czech Republic,ČT,We Are Domi,Lights Off,English,Einar Eriksen KvaløyDominika HaškováCasper HatlestadAbigail Frances JonesBenjamin Rekstad,NA
2022,Denmark,DR,Reddi,The Show,English,Julia FabrinRemee JackmanIhan HaydarLars PedersenSiggy Savery,NA
2022,Estonia,ERR,Stefan,Hope,English,Stefan AirapetjanKarl-Ander Reismann,NA
2022,Finland,Yle,The Rasmus,Jezebel,English,Desmond ChildLauri Ylönen,NA
2022,France,France Télévisions,Alvan and Ahez,Fulenn,Breton,Marine LavigneAlexis Morvan Rosius,NA
2022,Georgia,GPB,Circus Mircus,Lock Me In,English,Circus Mircus,NA
2022,Germany,NDR,Malik Harris,Rockstars,English,Malik HarrisRobin KarowMarianne Kobylka,NA
2022,Greece,ERT,Amanda Georgiadi Tenfjord,Die Together,English,Amanda Georgiadi TenfjordBjørn Helge Gammelsæter,NA
2022,Iceland,RÚV,Systur,Með hækkandi sól,Icelandic,Lovísa Elísabet Sigrúnardóttir,NA
2022,Ireland,RTÉ,Brooke,That's Rich,English,Brooke ScullionIzzy WarnerKarl Zine,NA
2022,Israel,IPBC,Michael Ben David,I.M,English,Chen AharoniLidor SaadiaAsi Tal,NA
2022,Italy,RAI,Mahmood and Blanco,Brividi,Italian,"Riccardo FabbriconiAlessandro MahmoudMichele ""Michelangelo"" Zocca",NA
2022,Latvia,LTV,Citi Zēni,Eat Your Salad,English,"Jānis ""JJ Lush"" JačmenkinsRoberts MemmēnsJānis PētersonsDagnis Roziņš",NA
2022,Lithuania,LRT,Monika Liu,Sentimentai,Lithuanian,Monika Luibinaitė,NA
2022,Malta,PBS,Emma Muscat,I Am What I Am,English,Julie AagaardDino MedanhodžićEmma MuscatStine Kinck,NA
2022,Moldova,TRM,Zdob și Zdub and Advahov Brothers,Trenulețul,"Romanian, English",Vasile AdvahovVitalie AdvahovAndrei CebotariMihai GîncuRoman IagupovSveatoslav Staruș,NA
2022,Montenegro,RTCG,Vladana,Breathe,"English, Italian",Darko DimitrovVladana Vučinić,NA
2022,Netherlands,AVROTROS,S10,De diepte,Dutch,Stien den HollanderArno Krabman,NA
2022,North Macedonia,MRT,Andrea,Circles,English,Andrea KoevskaAleksandar Masevski,NA
2022,Norway,NRK,Subwoolfer,Give That Wolf a Banana,English,Ben AdamsGaute Ormåsen,NA
2022,Poland,TVP,Ochman,River,English,Ashley HicklinKrystian OchmanMikołaj TrybulecAdam Wiśniewski,NA
2022,Portugal,RTP,Maro,"Saudade, saudade","English, Portuguese",John BlandaMariana Brito da Cruz Forjaz Secca,NA
2022,Romania,TVR,Wrs,Llámame,"English, Spanish",Costel DominteanuCezar GunăAlexandru TurcuAndrei Ursu,NA
2022,San Marino,SMRTV,Achille Lauro,Stripper,"Italian, English","Gregorio ""Greg"" CalculliMatteo ""Gow Tribe"" CiceroniMattia ""Banf"" CutoloFederico De MarinisLauro De MarinisDaniele DeziMarco ""Lancs"" LanciottiSimon Pietro ManzariDaniele MungaiDavide PetrellaFrancesco Viscovo",NA
2022,Serbia,RTS,Konstrakta,In corpore sano,"Serbian, Latin",Milovan Bošković Ana Đurić,NA
2022,Slovenia,RTVSLO,LPS,Disko,Slovene,Gašper HlupičMark SemejaZala VelenšekFilip VidušinŽiga Žvižej,NA
2022,Spain,RTVE,Chanel,SloMo,"Spanish, English",Keith HarrisIbere FortesLeroy SánchezMaggie SzaboArjen Thonen,NA
2022,Sweden,SVT,Cornelia Jakobs,Hold Me Closer,English,Cornelia JakobsdotterIsa MolinDavid Zandén,NA
2022,Switzerland,SRG SSR,Marius Bear,Boys Do Cry,English,Marius HügliMartin Gallop,NA
2022,Ukraine,UA:PBC,Kalush Orchestra,"Stefania"" (Стефанія)",Ukrainian,Ihor DidenchukVitalii DuzhykIvan KlymenkoTymofii MuzychukOleh Psiuk,NA
2022,United Kingdom,BBC,Sam Ryder,Space Man,English,Sam RyderAmy WadgeMax Wolfgang,NA
2023,Albania,RTSH,Albina and Familja Kelmendi,Duje,Albanian,Enis MullajEriona Rushiti,NA
2023,Armenia,AMPTV,Brunette,Future Lover,"English, Armenian",Elen Yeremyan,NA
2023,Australia,SBS,Voyager,Promise,English,Alex CanionAshley DoodkorteSimone DowDaniel EstrinScott Kay,NA
2023,Austria,ORF,Teya and Salena,Who the Hell Is Edgar?,"English, Italian",Selina-Maria EdbauerRonald JanečekPele LorianoTeodora Špirić,NA
2023,Azerbaijan,İTV,TuralTuranX,Tell Me More,English,Nihad AliyevTural BaghmanovTuran BaghmanovTunar Taghiyev,NA
2023,Belgium,VRT,Gustaph,Because of You,English,Jaouad AlloulStef Caers,NA
2023,Croatia,HRT,Let 3,Mama ŠČ!,Croatian,Damir Martinović MrleZoran Prodanović Prlja,NA
2023,Cyprus,CyBC,Andrew Lambrou,Break a Broken Heart,English,"Jimmy JanssonThomas StengaardJimmy ""Joker"" ThörnfeldtMarcus Winther-John",NA
2023,Czechia,ČT,Vesna,My Sister's Crown,"English, Czech, Ukrainian, Bulgarian",Adam AlbrechtMichal JiráňPatricie KaňokŠimon MartínekKateryna VatchenkoTanita Yankova,NA
2023,Denmark,DR,Reiley,Breaking My Heart,English,Bård BonsaksenSivert Hjeltnes HagtvetRani PetersenHilda Stenmalm,NA
2023,Estonia,ERR,Alika,Bridges,English,Alika MilovaWouter HardyNina Sampermans,NA
2023,Finland,Yle,Käärijä,Cha Cha Cha,Finnish,Johannes NaukkarinenAleksi NurmiJere Pöyhönen,NA
2023,France,France Télévisions,La Zarra,Évidemment,French,Fatima-Zahra HafdiYannick RastogiZacharie RaymondAhmed Saghir,NA
2023,Georgia,GPB,Iru,Echo,English,Beni KadagidzeIru KhechanoviGiorgi Kukhianidze,NA
2023,Germany,NDR,Lord of the Lost,Blood & Glitter,English,Anthony J. BrownChris HarmsRupert KeplingerPi Stoffers,NA
2023,Greece,ERT,Victor Vernicos,What They Say,English,Victor Vernicos Jørgensen,NA
2023,Iceland,RÚV,Diljá,Power,English,Diljá PétursdóttirPálmi Ragnar Ásgeirsson,NA
2023,Ireland,RTÉ,Wild Youth,We Are One,English,Jörgen ElofssonConor O'DonohoeEdward Porter,NA
2023,Israel,IPBC,Noa Kirel,Unicorn,English,Noa KirelDoron MedalieMay SfadiaYinon Yahel,NA
2023,Italy,RAI,Marco Mengoni,Due vite,Italian,Marco MengoniDavide PetrellaDavide Simonetta,NA
2023,Latvia,LTV,Sudden Lights,Aijā,English,Kārlis Matīss ZitmanisMārtiņš Matīss ZemītisAndrejs Reinis ZitmanisKārlis Vārtiņš,NA
2023,Lithuania,LRT,Monika Linkytė,Stay,English,Krists IndrišonoksMonika Linkytė,NA
2023,Malta,PBS,The Busker,Dance (Our Own Party),English,Matthew James BorgJean Paul BorgMicheal Joe CiniSean MeachenDavid Meilak,NA
2023,Moldova,TRM,Pasha Parfeni,Soarele și luna,Romanian,Pasha ParfeniYuliana ParfeniCătălin TemciucAndrei Vulpe,NA
2023,Netherlands,AVROTROS,Mia Nicolai and Dion Cooper,Burning Daylight,English,Dion CuiperJordan GarfieldLoek van der GrintenDuncan de MoorMia Nicolai,NA
2023,Norway,NRK,Alessandra,Queen of Kings,"English, Italian",Linda DaleStanley FerdinandezAlessandra MeleHenning Olerud,NA
2023,Poland,TVP,Blanka,Solo,English,Maria BrobergMarcin GóreckiMaciej PuchalskiBartłomiej RzeczyckiBlanka StajkowJulia SundbergMikołaj Trybulec,NA
2023,Portugal,RTP,Mimicat,Ai coração,Portuguese,Marisa MenaLuís Pereira,NA
2023,Romania,TVR,Theodor Andrei,D.G.T. (Off and On),"Romanian, English",Theodor-Octavian AndreiLuca De MezzoMikail JahedLuca Ştefan Udăţeanu,NA
2023,San Marino,SMRTV,Piqued Jacks,Like an Animal,English,Francesco BiniAndrea LazzerettiTommaso OliveriMarco Sgaramella,NA
2023,Serbia,RTS,Luke Black,"Samo mi se spava"" (Само ми се спава)","Serbian, English",Luka Ivanović,NA
2023,Slovenia,RTVSLO,Joker Out,Carpe Diem,Slovene,Bojan CvjetićaninKris GuštinNace JordanJure MačekJan Peteh,NA
2023,Spain,RTVE,Blanca Paloma,Eaea,Spanish,Blanca Paloma Ramos BaezaJosé Pablo PoloÁlvaro Tato,NA
2023,Sweden,SVT,Loreen,Tattoo,English,"Peter BoströmMoa CarlebeckerThomas GustafssonJimmy JanssonLorine TalhaouiJimmy ""Joker"" Thörnfeldt",NA
2023,Switzerland,SRG SSR,Remo Forrer,Watergun,English,Ashley HicklinArgyle SinghMikołaj Trybulec,NA
2023,Ukraine,UA:PBC,Tvorchi,Heart of Steel,"English, Ukrainian",Andrii HutsuliakJimoh Augustus Kehinde,NA
2023,United Kingdom,BBC,Mae Muller,I Wrote a Song,English,Mae MullerKaren PooleLewis Thompson,NA
2024,Albania,RTSH,Besa,Titan,English,Besa KokëdhimaFabrice GrandjeanGia KokaKledi Bahiti,NA
2024,Armenia,AMPTV,Ladaniva,"Jako"" (Ժակո)",Armenian,Audrey LeclercqJaklin BaghdasaryanLouis Thomas,NA
2024,Australia,SBS,Electric Fields,One Milkali (One Blood),"English, Yankunytjatjara",Michael RossZaachariaha Fielding,NA
2024,Austria,ORF,Kaleen,We Will Rave,English,Anderz WrethovJimmy ThörnfeldtJulie Aagaard Thomas Stengaard,NA
2024,Azerbaijan,İTV,Fahree feat. Ilkin Dovlatov,Özünlə apar,"English, Azerbaijani",Edgar RavinovFakhri IsmayilovHasan HaydarMadina SalikhTamila Rzayeva,NA
2024,Belgium,RTBF,Mustii,Before the Party's Over,English,Arianna DamatoBenoit LeclercqCharlotte ClarkNina SampermansPierre DumoulinThomas Mustin,NA
2024,Croatia,HRT,Baby Lasagna,Rim Tim Tagi Dim,English,Marko Purišić,NA
2024,Cyprus,CyBC,Silia Kapsis,Liar,English,Dimitris KontopoulosElke Tiel,NA
2024,Czechia,ČT,Aiko,Pedestal,English,Alena Shirmanova-KostebelovaSteven Ansell,NA
2024,Denmark,DR,Saba,Sand,English,Jonas Thander Melanie Gabriella HayrapetianPil Kalinka Nygaard Jeppesen,NA
2024,Estonia,ERR,5miinust and Puuluup,(Nendest) narkootikumidest ei tea me (küll) midagi,Estonian,Karl KivastikKim WennerströmKristjan JakobsonMarko Veisson Mihkel TammPriit TomsonRamo Teder,NA
2024,Finland,Yle,Windows95man,No Rules!,English,Henri PiispanenJussi RoineTeemu Keisteri,NA
2024,France,France Télévisions,Slimane,Mon amour,French,Meïr SalahSlimane NebchiYaacov Salah,NA
2024,Georgia,GPB,Nutsa Buzaladze,Firefighter,English,Ada SkitkaDarko Dimitrov,NA
2024,Germany,NDR,Isaak,Always on the Run,English,Greg TaroIsaak GuderianKevin LehrLeo Salminen,NA
2024,Greece,ERT,Marina Satti,"Zari"" (Ζάρι)",Greek,Gino BorriJay Lewitt StolarJordan Richard PalmerKonstantin Plamenov BeshkovManolis SolidakisMarina SattiNick KodonasOgeVlospa,NA
2024,Iceland,RÚV,Hera Björk,Scared of Heights,English,Ásdís María ViðarsdóttirFerras AlqaisiJaro OmarMichael Burek,NA
2024,Ireland,RTÉ,Bambie Thug,Doomsday Blue,English,Bambie Ray RobinsonOlivia Cassy BrookingSam MatlockTyler Ryder,NA
2024,Israel,IPBC,Eden Golan,Hurricane,"English, Hebrew",Avi Ohayon Keren PelesStav Beger,NA
2024,Italy,RAI,Angelina Mango,La noia,Italian,Angelina MangoDario FainiFrancesca Calearo,NA
2024,Latvia,LTV,Dons,Hollow,English,Artūrs ŠingirejsKate NorthropLiam Geddes,NA
2024,Lithuania,LRT,Silvester Belt,Luktelk,Lithuanian,Džesika ŠyvokaitėElena JurgaitytėSilvestras Beltė,NA
2024,Luxembourg,RTL,Tali,Fighter,"French, English",Ana ZimmerDario FainiManon RomitiSilvio Lisbonne,NA
2024,Malta,PBS,Sarah Bonnici,Loop,English,John Emil JohanssonJoy DebKevin LeeLinnea DebLeire Gotxi AngelMatthew James BorgMichael Joe CiniSarah BonniciSebastian Pritchard-James,NA
2024,Moldova,TRM,Natalia Barbu,In the Middle,English,Khris RichardsNatalia Barbu,NA
2024,Netherlands,AVROTROS,Joost Klein,Europapa,Dutch,Donny EllerströmDylan van DaelJoost KleinPaul ElstakTeun de KruifThijmen MelissantTim Haars,NA
2024,Norway,NRK,Gåte,Ulveham,Norwegian,Erlend Skjetne Gunnhild SundliMagnus Børmark Jon Even Schärer Marit Jensen LillebuenRonny Graff Janssen Sveinung Ekloo Sundli,NA
2024,Poland,TVP,Luna,The Tower,English,Aleksandra Katarzyna WielgomasMax CookePaul Dixon,NA
2024,Portugal,RTP,Iolanda,Grito,Portuguese,Alberto HernándezIolanda Costa,NA
2024,San Marino,SMRTV,Megara,11:11,Spanish,Isra Dante Ramos SolomandoRoberto la Lueta RuizSara Jiménez Moral,NA
2024,Serbia,RTS,Teya Dora,"Ramonda"" (Рамонда)",Serbian,Andrijano Kadović Luka JovanovićTeodora Pavlovska,NA
2024,Slovenia,RTVSLO,Raiven,Veronika,Slovene,Bojan Cvjetićanin Danilo KapelKlavdija KopinaMartin BezjakPeter KhooSara Briški Cirman,NA
2024,Spain,RTVE,Nebulossa,Zorra,Spanish,María BasMark Dasousa,NA
2024,Sweden,SVT,Marcus & Martinus,Unforgettable,English,Jimmy ThörnfeldtJoy DebLinnea DebMarcus GunnarsenMartinus Gunnarsen,NA
2024,Switzerland,SRG SSR,Nemo,The Code,English,Benjamin AlasuLasse Midtsian NymannLinda DaleNemo Mettler,NA
2024,Ukraine,Suspilne,Alyona Alyona and Jerry Heil,Teresa & Maria,"Ukrainian, English",Aliona SavranenkoAnton ChilibiIvan KlymenkoYana Shemaieva,NA
2024,United Kingdom,BBC,Olly Alexander,Dizzy,English,Oliver Alexander ThorntonDanny L Harle,NA
2025,Albania,RTSH,Shkodra Elektronike,Zjerm,Albanian,Lekë GjeloshiBeatriçe GjergjiKolë Laca,NA
2025,Armenia,AMPTV,Parg,Survivor,"English, Armenian",Benjamin AlasuJon AljidiPeter BoströmJoshua CurranThomas G:sonMartin MooradianArmen PaulPargev VardanianEva VoskanianAlex Wilke,NA
2025,Australia,SBS,Go-Jo,Milkshake Man,English,Jason BovinoAmy SheppardGeorge SheppardMarty Zambotto,NA
2025,Austria,ORF,JJ,Wasted Love,English,Johannes PietschTeodora ŠpirićThomas Thurner,NA
2025,Azerbaijan,İTV,Mamagama,Run with U,English,Hasan HayadarSefael MishiyevRoman Zee,NA
2025,Belgium,VRT,Red Sebastian,Strobe Lights,English,Billie Bentein Seppe HerremanAstrid RoelantsWillem Vanderstichele,NA
2025,Croatia,HRT,Marko Bošnjak,Poison Cake,English,Marko BošnjakEmma GaleBen PyneBas Wissink,NA
2025,Cyprus,CyBC,Theo Evan,Shh,English,Linda DaleDimitris KontopoulosLasse NymannElsa SøllesvikElke Tiel,NA
2025,Czechia,ČT,Adonxs,Kiss Kiss Goodbye,English,Lorenzo CalvoMichaela CharvátováInés CoulonRonald JanečekGeorge Masters-ClarkAdam PavlovčinAdriano Lopes da Silva,NA
2025,Denmark,DR,Sissal,Hallucination,English,Linnea DebMelanie HayrapetianMalthe JohansenSissal Jóhanna Norðberg NiclasenChris Rohde-FriskLina SpangsbergMarcus Winther-John,NA
2025,Estonia,ERR,Tommy Cash,Espresso Macchiato,"Italian, English",Johannes NaukkarinenTomas Tammemets,NA
2025,Finland,Yle,Erika Vikman,Ich komme,"Finnish, German",Christel RoosbergJori Roosberg,NA
2025,France,France Télévisions,Louane,Maman,French,Anne PeichertTristan Salvati,NA
2025,Georgia,GPB,Mariam Shengelia,Freedom,"Georgian, English",Keti GabisianiBuka Kartozia,NA
2025,Germany,NDR,Abor & Tynna,Baller,German,Attila BornemiszaTünde BornemiszaAlexander Hauer,NA
2025,Greece,ERT,Klavdia,"Asteromata"" (Αστερομάτα)",Greek,ArcadeKlavdia Papadopoulou,NA
2025,Iceland,RÚV,Væb,Róa,Icelandic,Gunnar Björn GunnarssonHálfdán Helgi MatthíassonIngi Þór Garðarsson Matthías Davíð Matthíasson,NA
2025,Ireland,RTÉ,Emmy,Laika Party,English,Truls Marius AarraEmmy Kristine Guttulsrud KristiansenErlend Guttulsrud KristiansenHenrik ØstlundLarissa Tormey,NA
2025,Israel,IPBC,Yuval Raphael,New Day Will Rise,"English, French, Hebrew",Keren Peles,NA
2025,Italy,RAI,Lucio Corsi,Volevo essere un duro,Italian,Lucio CorsiTommaso Ottomano,NA
2025,Latvia,LSM,Tautumeitas,Bur man laimi,Latvian,Laura LīcīteElvis LintiņšAsnate Rancāne Aurēlija RancāneGabriēla Zvaigznīte,NA
2025,Lithuania,LRT,Katarsis,Tavo akys,Lithuanian,Lukas Radzevičius,NA
2025,Luxembourg,RTL,Laura Thorn,La poupée monte le son,French,Christophe HoussinJulien SalviaLudovic-Alexandre Vidal,NA
2025,Malta,PBS,Miriana Conte,Serving,English,Miriana ConteSarah Evelyn FullertonMatthew MerciecaBenjamin Schmid,NA
2025,Montenegro,RTCG,Nina Žižić,"Dobrodošli"" (Добродошли)",Montenegrin,Darko DimitrovVioleta Mihajlovska MilićBoris Subotić,NA
2025,Netherlands,AVROTROS,Claude,C'est la vie,"French, English",Claude KiambeArno KrabmanLéon Paul PalmenJoren van der Voort,NA
2025,Norway,NRK,Kyle Alessandro,Lighter,English,Adam AllskogKyle Alessandro Helgesen Villalobos,NA
2025,Poland,TVP,Justyna Steczkowska,Gaja,"Polish, English",Dominic Buczkowski-Wojtaszek Patryk Kumór Justyna SteczkowskaEmilian Waluchowski,NA
2025,Portugal,RTP,Napa,Deslocado,Portuguese,Diogo GóisGuilherme GomesJoão Lourenço GomesJoão RodriguesAndré SantosFrancisco Sousa,NA
2025,San Marino,SMRTV,Gabry Ponte,Tutta l'Italia,Italian,Andrea Bonomo Gabriele PonteEdwyn Roberts,NA
2025,Serbia,RTS,Princ,"Mila"" (Мила)",Serbian,Dušan Bačić,NA
2025,Slovenia,RTVSLO,Klemen,How Much Time Do We Have Left,English,Klemen Slakonja,NA
2025,Spain,RTVE,Melody,Esa diva,Spanish,Alberto LoriteMelodía Ruiz Gutiérrez,NA
2025,Sweden,SVT,KAJ,Bara bada bastu,"Swedish, Finnish",Axel Åhman Kevin Holmström Jakob Norrgård Robert SkowronskiKristofer StrandbergAnderz Wrethov,NA
2025,Switzerland,SRG SSR,Zoë Më,Voyage,French,Zoë KresslerEmily MiddlemasTom Oehler,NA
2025,Ukraine,Suspilne,Ziferblat,Bird of Pray,"Ukrainian, English",Fedir KhodakovDanylo LeshchynskyiValentyn Leshchynskyi,NA
2025,United Kingdom,BBC,Remember Monday,What the Hell Just Happened?,English,Julie Aagaard Sam BrennanLauren ByrneTom HollingsHolly-Anne HullKes KamaraCharlotte SteeleThomas Stengaard,NA
2026,Albania,RTSH,Alis,Nân,Albanian,Alis KallaçiDesara Gjini,NA
2026,Armenia,AMPTV,Simón,Paloma Rumba,English,David TserunyanEva Voskanyan Lilit NavasardyanRoza Kostandyan,NA
2026,Australia,SBS,Delta Goodrem,Eclipse,English,Delta GoodremFerras AlqaisiJonas MyrinMichael Fatkin,NA
2026,Austria,ORF,Cosmó,Tanzschein,German,Benjamin GedeonElias StejskalElla Stern,NA
2026,Azerbaijan,İTV,Jiva,Just Go,"English, Azerbaijani",Fuad JavadovNurlana Jafarova,NA
2026,Belgium,RTBF,Essyla,Dancing on the Ice,English,Alice Van EesbeeckBarbara PetitjeanEmil StengeleNicolas d'Avell,NA
2026,Bulgaria,BNT,Dara,Bangaranga,English,Anne Judith WikCristian TarceaDarina YotovaDimitris Kontopoulos,NA
2026,Croatia,HRT,Lelek,Andromeda,Croatian,Filip LackovićLazar PajićTomislav RosoZorica Pajić,NA
2026,Cyprus,CyBC,Antigoni,Jalla,"English, Greek",Antigoni BuxtonCharalambous KallonaConnor Mullally-KnightDemetris NikolaouKlejdi LupaParis KalposTrey Qua,NA
2026,Czechia,ČT,Daniel Zizka,Crossroads,English,Daniel ŽižkaViliam Béreš,NA
2026,Denmark,DR,Søren Torpegaard Lund,Før vi går hjem,Danish,Clara Sofie FabriciusSøren Torpegaard LundThomas MeilstrupValdemar Littauer Bendixen,NA
2026,Estonia,ERR,Vanilla Ninja,Too Epic to Be True,English,Sven Lõhmus,NA
2026,Finland,Yle,Linda Lampenius and Pete Parkkonen,Liekinheitin,Finnish,Antti Riihimäki Lauri HalavaaraLinda LampeniusPete ParkkonenVilma Alina Lähteenmäki,NA
2026,France,France Télévisions,Monroe,Regarde!,French,Christopher CohenFred SavioFredie MarcheMaxime Morise,NA
2026,Georgia,GPB,Bzikebi,On Replay,English,Giga KukhianidzeLiza Japaridze,NA
2026,Germany,SWR,Sarah Engels,Fire,English,Dario SchürmannLuisa HeinemannRaphael LottSarah EngelsValentin Boes,NA
2026,Greece,ERT,Akylas,"Ferto"" (Φέρτο)",Greek,Akylas MytilineosOrfeas NonisTheofilos PouzbourisThomas Papathanasis,NA
2026,Israel,IPBC,Noam Bettan,Michelle,"French, Hebrew, English",Nadav Aharoni Noam BettanTzlil Klifi Yuval Raphael,NA
2026,Italy,RAI,Sal Da Vinci,Per sempre sì,Italian,Alessandro La CavaEugenio MaimoneFrancesco SorrentinoFederica AbbateFederico MercuriGiordano CremonaSalvatore Michael Sorrentino,NA
2026,Latvia,LSM,Atvara,Ēnā,Latvian,Jānis JačmenkinsLiene Stūrmane,NA
2026,Lithuania,LRT,Lion Ceccah,Sólo quiero más,"Lithuanian, English",Aurimas GalvelisTomas Alenčikas,NA
2026,Luxembourg,RTL,Eva Marija,Mother Nature,English,Eva Marija Kavaš PucJulie Aagaard Maria BrobergThomas Stengaard,NA
2026,Malta,PBS,Aidan,Bella,"English, Maltese",Aidan CassarJoep van den BoomSarah Bonnici,NA
2026,Moldova,TRM,Satoshi,"Viva, Moldova!",Romanian,Andrei VulpeCătălin TemciucVasile Advahov Vlad Sabajuc,NA
2026,Montenegro,RTCG,Tamara Živković,"Nova zora"" (Нова зора)",Montenegrin,Boris Subotić,NA
2026,Norway,NRK,Jonas Lovv,Ya Ya Ya,English,Jonas Lovv HellesøySondre Skaftun,NA
2026,Poland,TVP,Alicja,Pray,English,Alicja SzemplińskaSinclair Alan MalcolmWeronika Gabryelczyk,NA
2026,Portugal,RTP,Bandidos do Cante,Rosa,Portuguese,Duarte FariasFrancisco PereiraFrancisco PestanaFrancisco RaposoGonçalo NarcisoGui AlfaceJosé Carlos Coelho Almeida TavaresLuis AleixoMiguel Costa,NA
2026,Romania,TVR,Alexandra Căpitănescu,Choke Me,English,Alexandra CăpitănescuCălin-Alexandru GrăjdanElvis SilitrăȘtefan Condrea,NA
2026,San Marino,SMRTV,Senhit,Superstar,English,Anderz WrethovGeorge Alan O'DowdJulie AagaardJohn-Emil JohanssonThomas StengaardSenhit Zadik Zadik,NA
2026,Serbia,RTS,Lavina,"Kraj mene"" (Крај мене)",Serbian,Andrija CvetanovićBojan IlićIvan JegdićLuka AranđelovićNikola PetrovićPavle AranđelovićPavle Samardžić,NA
2026,Sweden,SVT,Felicia,My System,English,Audun AgnarEmily HarbakkFelicia ErikssonJulie BerganTheresa Rex,NA
